Date,High,Low,Volume
2008-02-15,$3.82,$3.72,6734700
2008-02-19,$3.94,$3.68,9839200
2008-02-20,$3.97,$3.75,12815600
2008-02-21,$4.00,$3.90,7112000
2008-02-22,$4.00,$3.91,5740000
2008-02-25,$4.03,$3.96,6801900
2008-02-26,$4.21,$3.97,16592100
2008-02-27,$4.65,$4.29,41283200
2008-02-28,$4.90,$4.50,35182700
2008-02-29,$4.57,$4.30,16774800
2008-03-03,$4.57,$4.38,12994800
2008-03-04,$4.51,$4.33,8935500
2008-03-05,$4.66,$4.48,12135900
2008-03-06,$4.55,$4.37,9050300
2008-03-07,$4.53,$4.31,10600800
2008-03-10,$4.78,$4.50,14315000
2008-03-11,$4.89,$4.61,17990000
2008-03-12,$4.93,$4.74,15894200
2008-03-13,$4.90,$4.65,10045000
2008-03-14,$4.93,$4.69,7955500
2008-03-17,$4.81,$4.62,9300900
2008-03-18,$5.00,$4.78,12412400
2008-03-19,$5.15,$4.95,13099800
2008-03-20,$5.43,$5.11,23524200
2008-03-24,$5.66,$5.26,16856000
2008-03-25,$5.52,$5.27,12001500
2008-03-26,$5.42,$5.19,10948700
2008-03-27,$5.34,$5.02,12809300
2008-03-28,$5.34,$5.04,9209900
2008-03-31,$5.19,$4.84,14527800
2008-04-01,$5.27,$4.91,16173500
2008-04-02,$5.29,$5.11,9599100
2008-04-03,$5.45,$5.11,8990100
2008-04-04,$5.36,$5.13,6877500
2008-04-07,$5.23,$5.03,5357800
2008-04-08,$5.29,$5.06,6457500
2008-04-09,$5.30,$5.15,7982800
2008-04-10,$5.29,$5.12,5525800
2008-04-11,$5.22,$5.02,7887600
2008-04-14,$5.20,$5.06,6811000
2008-04-15,$5.21,$5.08,5721100
2008-04-16,$5.59,$5.22,15433600
2008-04-17,$5.84,$5.49,23908500
2008-04-18,$5.84,$5.47,14841400
2008-04-21,$5.80,$5.51,22172500
2008-04-22,$4.82,$4.21,73231900
2008-04-23,$4.50,$4.24,20147400
2008-04-24,$4.75,$4.43,13801200
2008-04-25,$4.86,$4.71,10159100
2008-04-28,$4.79,$4.66,10395700
2008-04-29,$4.71,$4.55,7233100
2008-04-30,$4.63,$4.46,10906000
2008-05-01,$4.57,$4.33,17323600
2008-05-02,$4.49,$4.37,7703500
2008-05-05,$4.53,$4.37,8323000
2008-05-06,$4.43,$4.35,4996600
2008-05-07,$4.46,$4.29,6707400
2008-05-08,$4.40,$4.25,9996700
2008-05-09,$4.39,$4.29,4894400
2008-05-12,$4.53,$4.36,10579100
2008-05-13,$4.40,$4.30,6391000
2008-05-14,$4.44,$4.32,7686000
2008-05-15,$4.35,$4.22,15273300
2008-05-16,$4.56,$4.29,14801500
2008-05-19,$4.64,$4.38,8920100
2008-05-20,$4.91,$4.47,31366300
2008-05-21,$4.64,$4.51,13125700
2008-05-22,$4.54,$4.41,9313500
2008-05-23,$4.52,$4.30,9688700
2008-05-27,$4.58,$4.43,5602100
2008-05-28,$4.63,$4.42,13036100
2008-05-29,$4.45,$4.26,15862700
2008-05-30,$4.41,$4.30,8871100
2008-06-02,$4.42,$4.33,7801500
2008-06-03,$4.58,$4.43,9543800
2008-06-04,$4.64,$4.50,6671700
2008-06-05,$4.86,$4.55,10714900
2008-06-06,$4.69,$4.54,6703900
2008-06-09,$4.57,$4.34,6885200
2008-06-10,$4.48,$4.35,4574500
2008-06-11,$4.45,$4.31,5012000
2008-06-12,$4.48,$4.32,4397400
2008-06-13,$4.61,$4.48,4724300
2008-06-16,$4.58,$4.49,3552500
2008-06-17,$4.56,$4.47,3051300
2008-06-18,$4.45,$4.29,6950300
2008-06-19,$4.60,$4.25,8460900
2008-06-20,$4.61,$4.42,7775600
2008-06-23,$4.50,$4.22,9176300
2008-06-24,$4.32,$4.08,10761100
2008-06-25,$4.27,$4.14,6297900
2008-06-26,$4.25,$4.10,8674400
2008-06-27,$4.10,$3.76,14755300
2008-06-30,$3.86,$3.72,8149400
2008-07-01,$3.94,$3.78,17619700
2008-07-02,$3.90,$3.81,13204800
2008-07-03,$3.97,$3.84,10806600
2008-07-07,$4.06,$3.91,11434500
2008-07-08,$4.09,$3.95,10042900
2008-07-09,$4.15,$4.06,10674300
2008-07-10,$4.12,$3.93,8330700
2008-07-11,$3.98,$3.77,8615600
2008-07-14,$4.05,$3.84,17445400
2008-07-15,$4.03,$3.87,12454400
2008-07-16,$4.04,$3.92,9185400
2008-07-17,$4.03,$3.84,9594900
2008-07-18,$3.99,$3.85,9723000
2008-07-21,$3.92,$3.83,8987300
2008-07-22,$3.96,$3.86,16783200
2008-07-23,$4.03,$3.88,10553900
2008-07-24,$3.96,$3.81,12923400
2008-07-25,$4.12,$3.83,27176100
2008-07-28,$4.14,$3.97,13051500
2008-07-29,$4.45,$4.11,19681200
2008-07-30,$4.48,$4.30,9216900
2008-07-31,$4.47,$4.33,14311500
2008-08-01,$4.39,$4.12,17635800
2008-08-04,$4.30,$4.23,11844000
2008-08-05,$4.33,$4.21,8262800
2008-08-06,$4.32,$4.24,7778400
2008-08-07,$4.41,$4.24,10118500
2008-08-08,$4.52,$4.36,9188200
2008-08-11,$4.63,$4.39,14011200
2008-08-12,$4.62,$4.36,8773800
2008-08-13,$4.45,$4.32,9330300
2008-08-14,$4.59,$4.37,13657000
2008-08-15,$4.65,$4.43,9751000
2008-08-18,$4.50,$4.34,7690900
2008-08-19,$4.38,$4.27,6036800
2008-08-20,$4.38,$4.27,5107200
2008-08-21,$4.35,$4.27,5387200
2008-08-22,$4.40,$4.29,5344500
2008-08-25,$4.38,$4.27,5709900
2008-08-26,$4.36,$4.26,10262700
2008-08-27,$4.43,$4.27,6292300
2008-08-28,$4.50,$4.33,8675800
2008-08-29,$4.49,$4.36,4333700
2008-09-02,$4.57,$4.36,8938300
2008-09-03,$4.53,$4.38,5409600
2008-09-04,$4.47,$4.24,13195000
2008-09-05,$4.26,$4.08,10923500
2008-09-08,$4.40,$4.23,11142600
2008-09-09,$4.34,$4.10,9315600
2008-09-10,$4.16,$4.06,8769600
2008-09-11,$4.14,$3.94,8371300
2008-09-12,$4.24,$4.05,7381500
2008-09-15,$4.31,$4.00,6594000
2008-09-16,$4.11,$3.92,10801700
2008-09-17,$4.26,$4.00,11447800
2008-09-18,$4.45,$4.08,18216800
2008-09-19,$4.85,$4.41,14959000
2008-09-22,$4.60,$4.44,6972000
2008-09-23,$4.64,$4.47,5840800
2008-09-24,$4.63,$4.36,5910100
2008-09-25,$4.73,$4.47,6216700
2008-09-26,$4.71,$4.50,3914400
2008-09-29,$4.70,$4.44,8029000
2008-09-30,$4.64,$4.25,10700200
2008-10-01,$4.38,$4.23,6501600
2008-10-02,$4.29,$4.04,5233200
2008-10-03,$4.43,$4.10,5013400
2008-10-06,$3.83,$3.60,28088200
2008-10-07,$3.84,$3.12,12485900
2008-10-08,$3.39,$3.07,13895000
2008-10-09,$3.44,$3.24,12521600
2008-10-10,$3.55,$3.09,9565500
2008-10-13,$3.74,$3.56,8341900
2008-10-14,$3.76,$3.38,9631300
2008-10-15,$3.45,$3.22,5328400
2008-10-16,$3.37,$3.10,9604700
2008-10-17,$3.48,$3.21,6604500
2008-10-20,$3.53,$3.21,9104900
2008-10-21,$3.36,$2.96,14900900
2008-10-22,$3.04,$2.86,12454400
2008-10-23,$3.02,$2.87,11550700
2008-10-24,$2.89,$2.69,12054700
2008-10-27,$2.82,$2.56,10336200
2008-10-28,$2.94,$2.58,14797300
2008-10-29,$3.29,$2.86,10268300
2008-10-30,$3.33,$3.13,8499400
2008-10-31,$3.64,$3.20,10673600
2008-11-03,$3.54,$3.30,9460500
2008-11-04,$3.48,$3.29,5430600
2008-11-05,$3.44,$3.27,5829600
2008-11-06,$3.27,$3.05,6739600
2008-11-07,$3.18,$3.04,5490800
2008-11-10,$3.24,$3.03,3045700
2008-11-11,$3.24,$2.98,4465300
2008-11-12,$3.14,$2.94,4350500
2008-11-13,$3.50,$2.93,13511400
2008-11-14,$3.45,$3.14,9055200
2008-11-17,$3.16,$3.00,7175700
2008-11-18,$3.14,$2.94,6712300
2008-11-19,$3.16,$2.93,7198100
2008-11-20,$2.93,$2.66,12006400
2008-11-21,$2.87,$2.60,11310600
2008-11-24,$3.24,$2.85,13810300
2008-11-25,$3.17,$2.94,7214200
2008-11-26,$3.31,$3.04,8019200
2008-11-28,$3.29,$3.16,2781100
2008-12-01,$3.26,$3.11,7054600
2008-12-02,$3.37,$3.15,6883800
2008-12-03,$3.42,$3.22,6189400
2008-12-04,$3.49,$3.24,6727000
2008-12-05,$3.63,$3.23,9088100
2008-12-08,$3.68,$3.51,9763600
2008-12-09,$4.15,$3.57,17894800
2008-12-10,$4.14,$3.96,8979600
2008-12-11,$4.16,$3.91,12569900
2008-12-12,$4.11,$3.89,5471900
2008-12-15,$4.12,$3.93,4821600
2008-12-16,$4.25,$4.03,9816800
2008-12-17,$4.16,$3.99,6004600
2008-12-18,$4.13,$3.96,5366200
2008-12-19,$4.14,$3.90,15471400
2008-12-22,$4.04,$3.86,8297100
2008-12-23,$4.03,$3.83,6005300
2008-12-24,$3.95,$3.86,2150400
2008-12-26,$4.07,$3.86,2457700
2008-12-29,$4.29,$3.93,8669500
2008-12-30,$4.11,$3.99,3313800
2008-12-31,$4.34,$4.08,6200600
2009-01-02,$4.36,$4.20,6605200
2009-01-05,$4.56,$4.30,13044500
2009-01-06,$4.75,$4.59,12065900
2009-01-07,$4.73,$4.57,10133900
2009-01-08,$4.80,$4.49,8175300
2009-01-09,$4.77,$4.59,5686100
2009-01-12,$4.65,$4.43,6524700
2009-01-13,$4.53,$4.32,7823200
2009-01-14,$4.42,$4.11,9045400
2009-01-15,$4.62,$4.12,7408100
2009-01-16,$4.56,$4.32,6655600
2009-01-20,$4.49,$4.24,5606300
2009-01-21,$4.41,$4.19,8064000
2009-01-22,$4.47,$4.21,7172900
2009-01-23,$4.43,$4.30,9434600
2009-01-26,$4.46,$4.16,15659700
2009-01-27,$5.05,$4.70,60159400
2009-01-28,$5.17,$4.99,18397400
2009-01-29,$5.41,$5.04,24274600
2009-01-30,$5.25,$5.05,18736900
2009-02-02,$5.37,$5.08,15437100
2009-02-03,$5.32,$5.14,17175200
2009-02-04,$5.42,$5.17,14547400
2009-02-05,$5.36,$5.09,14248500
2009-02-06,$5.30,$5.10,21145600
2009-02-09,$5.29,$5.13,10991400
2009-02-10,$5.36,$5.15,16384200
2009-02-11,$5.21,$4.97,13302100
2009-02-12,$5.43,$5.23,20511400
2009-02-13,$5.55,$5.38,20008800
2009-02-17,$5.49,$5.28,15198400
2009-02-18,$5.38,$5.19,13208300
2009-02-19,$5.48,$5.24,14897400
2009-02-20,$5.40,$5.22,11410700
2009-02-23,$5.27,$5.05,14423500
2009-02-24,$5.19,$5.06,14244300
2009-02-25,$5.31,$5.05,15887900
2009-02-26,$5.25,$4.99,10766700
2009-02-27,$5.26,$5.04,8995700
2009-03-02,$5.14,$4.86,15885100
2009-03-03,$5.59,$4.87,51740500
2009-03-04,$5.46,$5.16,14490000
2009-03-05,$5.52,$5.24,11335100
2009-03-06,$5.54,$5.27,8729700
2009-03-09,$5.70,$5.43,11848900
2009-03-10,$5.68,$5.46,16337300
2009-03-11,$5.55,$5.29,11030600
2009-03-12,$5.71,$5.21,14080500
2009-03-13,$5.71,$5.54,9539600
2009-03-16,$5.76,$5.51,12023900
2009-03-17,$5.83,$5.44,11903500
2009-03-18,$6.06,$5.74,16355500
2009-03-19,$6.06,$5.89,12115600
2009-03-20,$6.04,$5.82,13117300
2009-03-23,$6.20,$5.80,14639800
2009-03-24,$6.35,$6.14,12205200
2009-03-25,$6.26,$5.77,18686500
2009-03-26,$6.05,$5.91,14459900
2009-03-27,$5.89,$5.63,11035500
2009-03-30,$6.05,$5.58,19396300
2009-03-31,$6.28,$5.95,12718300
2009-04-01,$6.28,$6.02,10427900
2009-04-02,$6.28,$6.14,11048800
2009-04-03,$6.26,$6.08,7205800
2009-04-06,$6.38,$6.10,12506900
2009-04-07,$6.41,$6.23,8216600
2009-04-08,$6.38,$6.27,6576500
2009-04-09,$6.71,$6.31,13811000
2009-04-13,$7.18,$6.63,26653200
2009-04-14,$6.97,$6.78,16957500
2009-04-15,$6.81,$6.52,10913000
2009-04-16,$6.95,$6.61,9825200
2009-04-17,$7.02,$6.79,8985900
2009-04-20,$7.10,$6.85,10650500
2009-04-21,$7.07,$6.40,24563000
2009-04-22,$6.83,$6.48,12685400
2009-04-23,$6.57,$6.22,24576300
2009-04-24,$6.26,$6.01,30082500
2009-04-27,$6.69,$6.23,29344700
2009-04-28,$6.80,$6.43,16545900
2009-04-29,$6.57,$6.42,17892700
2009-04-30,$6.71,$6.45,12247200
2009-05-01,$6.49,$6.32,7328300
2009-05-04,$6.55,$6.31,7936600
2009-05-05,$6.50,$6.36,7007700
2009-05-06,$6.50,$5.96,16352000
2009-05-07,$6.19,$5.53,25173400
2009-05-08,$5.80,$5.40,24913000
2009-05-11,$5.71,$5.45,12990600
2009-05-12,$5.81,$5.54,13067600
2009-05-13,$5.71,$5.26,20459600
2009-05-14,$5.36,$5.18,14255500
2009-05-15,$5.63,$5.22,16576000
2009-05-18,$5.63,$5.43,12098100
2009-05-19,$5.76,$5.55,13829900
2009-05-20,$5.97,$5.71,15792700
2009-05-21,$5.81,$5.51,9964500
2009-05-22,$5.69,$5.51,4261600
2009-05-26,$5.77,$5.50,8136100
2009-05-27,$5.77,$5.55,9294600
2009-05-28,$5.61,$5.38,8086400
2009-05-29,$5.66,$5.44,13692000
2009-06-01,$5.89,$5.68,9718100
2009-06-02,$5.99,$5.73,9578100
2009-06-03,$5.89,$5.69,7412300
2009-06-04,$5.85,$5.64,9455600
2009-06-05,$5.76,$5.52,10232600
2009-06-08,$5.60,$5.43,8421000
2009-06-09,$5.66,$5.56,8010100
2009-06-10,$5.66,$5.37,13949600
2009-06-11,$5.55,$5.35,8565200
2009-06-12,$5.42,$5.29,7498400
2009-06-15,$5.51,$5.29,14079800
2009-06-16,$5.50,$5.36,11970000
2009-06-17,$5.87,$5.59,21534100
2009-06-18,$5.94,$5.74,12373200
2009-06-19,$6.12,$5.92,15915200
2009-06-22,$5.91,$5.65,12356400
2009-06-23,$5.74,$5.57,7968800
2009-06-24,$5.75,$5.62,8351000
2009-06-25,$5.88,$5.59,9097200
2009-06-26,$6.10,$5.76,48461000
2009-06-29,$5.97,$5.74,8628200
2009-06-30,$5.97,$5.70,11391800
2009-07-01,$6.07,$5.78,8613500
2009-07-02,$5.86,$5.67,7030800
2009-07-06,$5.77,$5.59,7912100
2009-07-07,$5.75,$5.53,7216300
2009-07-08,$5.55,$5.42,7617400
2009-07-09,$5.73,$5.59,12084100
2009-07-10,$5.77,$5.63,5254900
2009-07-13,$6.15,$5.69,29690500
2009-07-14,$6.22,$5.97,13967800
2009-07-15,$6.35,$6.19,9424800
2009-07-16,$6.32,$6.16,8621900
2009-07-17,$6.38,$6.25,8306200
2009-07-20,$6.43,$6.23,9681000
2009-07-21,$6.43,$6.19,9128700
2009-07-22,$6.55,$6.36,9833600
2009-07-23,$6.81,$6.51,20060600
2009-07-24,$6.37,$5.98,35719600
2009-07-27,$6.04,$5.85,15504300
2009-07-28,$6.07,$5.82,11682300
2009-07-29,$6.17,$6.00,8586900
2009-07-30,$6.30,$6.08,10226300
2009-07-31,$6.35,$6.19,7630000
2009-08-03,$6.42,$6.26,8444100
2009-08-04,$6.41,$6.24,8518300
2009-08-05,$6.36,$6.25,6419700
2009-08-06,$6.36,$6.20,7716100
2009-08-07,$6.46,$6.26,9181200
2009-08-10,$6.56,$6.37,7541800
2009-08-11,$6.62,$6.51,5896100
2009-08-12,$6.66,$6.48,6157200
2009-08-13,$6.67,$6.45,5263300
2009-08-14,$6.59,$6.31,7927500
2009-08-17,$6.26,$6.07,6272000
2009-08-18,$6.23,$6.12,4278400
2009-08-19,$6.54,$6.25,9780400
2009-08-20,$6.51,$6.37,6836900
2009-08-21,$6.51,$6.42,8526000
2009-08-24,$6.55,$6.33,7900900
2009-08-25,$6.41,$6.32,7168700
2009-08-26,$6.39,$6.25,5680500
2009-08-27,$6.29,$6.12,9686600
2009-08-28,$6.41,$6.29,7205100
2009-08-31,$6.38,$6.17,5678400
2009-09-01,$6.34,$5.95,10955000
2009-09-02,$6.06,$5.95,6498100
2009-09-03,$5.93,$5.61,19494300
2009-09-04,$5.88,$5.71,8542100
2009-09-08,$5.98,$5.83,7308000
2009-09-09,$6.28,$5.91,17747100
2009-09-10,$6.39,$6.14,10404100
2009-09-11,$6.26,$6.07,6797700
2009-09-14,$6.19,$5.98,5656700
2009-09-15,$6.43,$6.17,10293500
2009-09-16,$6.71,$6.46,12653200
2009-09-17,$6.72,$6.58,6533100
2009-09-18,$6.78,$6.53,12318600
2009-09-21,$6.84,$6.65,8175300
2009-09-22,$6.89,$6.76,6386800
2009-09-23,$6.86,$6.69,5079900
2009-09-24,$6.74,$6.60,3733800
2009-09-25,$6.71,$6.57,4308500
2009-09-28,$6.70,$6.50,9012500
2009-09-29,$6.74,$6.53,9739800
2009-09-30,$6.73,$6.50,6714400
2009-10-01,$6.56,$6.33,8479800
2009-10-02,$6.55,$6.33,5773600
2009-10-05,$6.53,$6.39,8050000
2009-10-06,$6.61,$6.49,6304900
2009-10-07,$6.66,$6.55,3904600
2009-10-08,$6.70,$6.55,6747300
2009-10-09,$6.70,$6.59,4810400
2009-10-12,$6.83,$6.57,7390600
2009-10-13,$6.71,$6.56,4514300
2009-10-14,$6.87,$6.65,7655200
2009-10-15,$7.28,$6.75,18520600
2009-10-16,$7.12,$6.86,8269100
2009-10-19,$7.20,$7.01,5580400
2009-10-20,$7.25,$6.97,7756000
2009-10-21,$7.07,$6.83,6847400
2009-10-22,$7.10,$6.79,8807400
2009-10-23,$8.21,$7.10,50787800
2009-10-26,$8.11,$7.86,11316200
2009-10-27,$7.92,$7.73,9258900
2009-10-28,$7.91,$7.57,11095000
2009-10-29,$7.91,$7.57,9852500
2009-10-30,$8.00,$7.62,9387700
2009-11-02,$7.77,$7.51,5878600
2009-11-03,$7.76,$7.52,10738000
2009-11-04,$7.86,$7.71,7728000
2009-11-05,$8.12,$7.66,13412700
2009-11-06,$8.00,$7.71,12005000
2009-11-09,$8.21,$7.93,8535100
2009-11-10,$8.48,$8.11,13188000
2009-11-11,$8.56,$8.35,10472000
2009-11-12,$8.55,$8.29,5187000
2009-11-13,$8.49,$8.22,5477500
2009-11-16,$8.63,$8.46,8026200
2009-11-17,$8.71,$8.43,9716700
2009-11-18,$8.81,$8.61,6591200
2009-11-19,$8.71,$8.56,4040400
2009-11-20,$8.58,$8.33,7789600
2009-11-23,$8.71,$8.58,4853100
2009-11-24,$8.63,$8.30,10400600
2009-11-25,$8.55,$8.40,7613900
2009-11-27,$8.36,$7.82,5754700
2009-11-30,$8.40,$8.13,9074800
2009-12-01,$8.40,$8.10,13823600
2009-12-02,$8.54,$8.29,9093700
2009-12-03,$8.50,$8.25,8534400
2009-12-04,$8.35,$7.87,11601800
2009-12-07,$8.14,$7.93,9392600
2009-12-08,$8.02,$7.82,7777700
2009-12-09,$8.03,$7.84,5146400
2009-12-10,$8.16,$7.95,5913600
2009-12-11,$8.14,$7.91,5078500
2009-12-14,$8.07,$7.93,4818800
2009-12-15,$8.21,$7.99,5581800
2009-12-16,$8.13,$7.81,17007200
2009-12-17,$7.83,$7.67,10091200
2009-12-18,$7.71,$7.57,10441900
2009-12-21,$7.75,$7.58,6855100
2009-12-22,$7.89,$7.63,11729200
2009-12-23,$8.13,$7.73,10452400
2009-12-24,$8.24,$8.08,3035200
2009-12-28,$8.29,$8.10,6006000
2009-12-29,$8.28,$8.13,4839100
2009-12-30,$8.14,$7.89,4637500
2009-12-31,$8.01,$7.86,5291300
2010-01-04,$7.96,$7.57,17239600
2010-01-05,$7.66,$7.26,23753100
2010-01-06,$7.67,$7.20,23290400
2010-01-07,$7.76,$7.46,9955400
2010-01-08,$7.74,$7.47,8180900
2010-01-11,$7.70,$7.53,6783700
2010-01-12,$7.58,$7.45,6330100
2010-01-13,$7.75,$7.56,14422100
2010-01-14,$7.58,$7.27,17685500
2010-01-15,$7.41,$7.23,13031200
2010-01-19,$7.38,$7.24,5302500
2010-01-20,$7.49,$7.22,9685200
2010-01-21,$7.45,$7.21,8614900
2010-01-22,$7.48,$7.21,9395400
2010-01-25,$7.36,$6.93,13791400
2010-01-26,$7.18,$6.94,11343500
2010-01-27,$7.31,$6.99,23347100
2010-01-28,$9.12,$8.68,77352800
2010-01-29,$9.22,$8.79,24604300
2010-02-01,$8.98,$8.53,18914000
2010-02-02,$8.88,$8.70,10242400
2010-02-03,$8.98,$8.76,8761200
2010-02-04,$8.89,$8.59,11026400
2010-02-05,$8.72,$8.47,11099200
2010-02-08,$8.82,$8.57,9346400
2010-02-09,$8.88,$8.71,8811600
2010-02-10,$8.92,$8.72,5807900
2010-02-11,$9.07,$8.73,7203700
2010-02-12,$9.03,$8.87,8408400
2010-02-16,$9.29,$9.07,9922500
2010-02-17,$9.26,$9.06,8134000
2010-02-18,$9.47,$9.13,8806000
2010-02-19,$9.58,$9.36,8813000
2010-02-22,$9.61,$9.12,35298200
2010-02-23,$9.32,$9.17,13049400
2010-02-24,$9.34,$9.17,12005700
2010-02-25,$9.37,$9.01,10717700
2010-02-26,$9.55,$9.33,8620500
2010-03-01,$9.96,$9.43,12866700
2010-03-02,$10.00,$9.83,11956700
2010-03-03,$9.77,$9.37,22049300
2010-03-04,$9.80,$9.59,7063000
2010-03-05,$9.81,$9.58,9117500
2010-03-08,$9.82,$9.69,6064100
2010-03-09,$10.19,$9.74,14179900
2010-03-10,$10.22,$10.01,7744800
2010-03-11,$10.23,$10.06,8457400
2010-03-12,$10.07,$9.90,9369500
2010-03-15,$10.00,$9.88,7012600
2010-03-16,$10.12,$9.94,8498000
2010-03-17,$10.25,$10.06,4390400
2010-03-18,$10.16,$10.06,3593100
2010-03-19,$10.13,$10.01,9905700
2010-03-22,$10.43,$10.01,7216300
2010-03-23,$10.50,$10.29,4979100
2010-03-24,$10.45,$10.32,3399900
2010-03-25,$10.71,$10.37,8349600
2010-03-26,$10.70,$10.48,5427800
2010-03-29,$10.71,$10.52,5602100
2010-03-30,$10.81,$10.63,7662200
2010-03-31,$10.72,$10.53,5714800
2010-04-01,$10.81,$10.52,13577200
2010-04-05,$11.44,$10.80,16663500
2010-04-06,$12.00,$11.41,27422500
2010-04-07,$11.77,$11.31,25214700
2010-04-08,$11.71,$11.32,13912500
2010-04-09,$11.79,$11.49,11563300
2010-04-12,$11.89,$11.65,9430400
2010-04-13,$12.38,$11.86,17424400
2010-04-14,$12.73,$12.26,18056500
2010-04-15,$12.55,$12.21,11999400
2010-04-16,$12.41,$12.03,10971800
2010-04-19,$12.37,$11.82,13470800
2010-04-20,$12.49,$12.12,12414500
2010-04-21,$12.71,$12.20,24311700
2010-04-22,$14.64,$12.95,90442100
2010-04-23,$14.37,$13.77,29817900
2010-04-26,$15.67,$14.35,47215000
2010-04-27,$15.15,$14.52,34263600
2010-04-28,$14.68,$13.97,22770300
2010-04-29,$14.85,$14.19,18078200
2010-04-30,$14.84,$14.08,13059200
2010-05-03,$14.83,$14.14,13974100
2010-05-04,$14.41,$13.98,15383900
2010-05-05,$14.53,$13.74,14749700
2010-05-06,$14.43,$12.86,24448900
2010-05-07,$14.29,$12.92,25908400
2010-05-10,$13.99,$13.57,18567500
2010-05-11,$14.59,$13.65,23100700
2010-05-12,$15.42,$14.49,27244700
2010-05-13,$17.07,$15.32,71549800
2010-05-14,$15.14,$14.29,34964300
2010-05-17,$15.29,$14.47,31577700
2010-05-18,$15.39,$14.37,27498100
2010-05-19,$14.93,$13.91,22927100
2010-05-20,$14.00,$13.28,28922600
2010-05-21,$14.28,$12.97,30009000
2010-05-24,$14.91,$14.29,18433100
2010-05-25,$15.00,$13.86,23362500
2010-05-26,$15.55,$14.80,33401900
2010-05-27,$15.57,$15.07,19626600
2010-05-28,$16.28,$15.46,28188300
2010-06-01,$15.88,$15.30,15894900
2010-06-02,$15.87,$14.97,18494000
2010-06-03,$16.38,$15.70,18261600
2010-06-04,$16.39,$15.36,21744100
2010-06-07,$16.18,$15.32,26215700
2010-06-08,$16.07,$15.33,24122700
2010-06-09,$16.84,$16.03,39731300
2010-06-10,$17.13,$16.62,24768100
2010-06-11,$17.36,$16.66,28693700
2010-06-14,$18.28,$17.54,34783000
2010-06-15,$17.88,$17.46,31710700
2010-06-16,$18.00,$17.15,30639700
2010-06-17,$18.26,$17.77,18610900
2010-06-18,$18.16,$17.79,17446100
2010-06-21,$18.10,$16.77,26078500
2010-06-22,$17.20,$16.30,27733300
2010-06-23,$17.00,$16.29,14732900
2010-06-24,$16.84,$16.37,13636700
2010-06-25,$16.95,$16.07,18129300
2010-06-28,$17.13,$16.60,11553500
2010-06-29,$16.55,$16.01,20429500
2010-06-30,$16.18,$15.43,26104400
2010-07-01,$15.78,$14.75,22759800
2010-07-02,$15.92,$15.19,11218200
2010-07-06,$15.92,$15.18,15773800
2010-07-07,$16.93,$15.33,28483700
2010-07-08,$17.54,$16.46,26282900
2010-07-09,$16.83,$16.33,12726000
2010-07-12,$17.21,$16.73,13410600
2010-07-13,$17.39,$16.84,17581200
2010-07-14,$17.71,$17.01,13643700
2010-07-15,$17.46,$17.03,15295700
2010-07-16,$17.28,$16.82,14473200
2010-07-19,$17.16,$16.45,13239100
2010-07-20,$17.27,$16.36,17623900
2010-07-21,$17.66,$16.98,33055400
2010-07-22,$16.07,$14.54,95617900
2010-07-23,$15.54,$14.60,33507600
2010-07-26,$15.57,$14.51,32959500
2010-07-27,$15.07,$14.65,22699600
2010-07-28,$14.91,$14.24,34626900
2010-07-29,$14.45,$13.62,35392700
2010-07-30,$14.74,$14.08,30704800
2010-08-02,$15.00,$14.42,24295600
2010-08-03,$14.96,$14.10,30139200
2010-08-04,$15.50,$14.96,24243100
2010-08-05,$15.81,$15.07,24296300
2010-08-06,$16.96,$15.41,48693400
2010-08-09,$16.99,$16.37,21420000
2010-08-10,$18.07,$16.17,90987400
2010-08-11,$18.35,$17.34,71350300
2010-08-12,$19.11,$17.72,71959300
2010-08-13,$19.20,$18.61,47224800
2010-08-16,$19.70,$18.67,42668500
2010-08-17,$20.13,$18.94,59518900
2010-08-18,$18.59,$17.91,59725400
2010-08-19,$18.54,$17.66,46575900
2010-08-20,$18.68,$18.22,24221400
2010-08-23,$18.93,$18.07,26871600
2010-08-24,$17.95,$17.29,36478400
2010-08-25,$17.84,$17.09,20053600
2010-08-26,$18.24,$17.77,28499100
2010-08-27,$18.23,$17.55,21134400
2010-08-30,$17.96,$17.51,18643100
2010-08-31,$18.14,$17.40,24219300
2010-09-01,$19.46,$18.44,58268000
2010-09-02,$19.80,$18.94,36800400
2010-09-03,$20.36,$19.72,34800500
2010-09-07,$20.42,$19.66,32400200
2010-09-08,$21.11,$20.48,38980200
2010-09-09,$21.39,$20.69,27959400
2010-09-10,$20.98,$20.63,18475100
2010-09-13,$21.42,$21.00,23407300
2010-09-14,$21.27,$20.87,20414100
2010-09-15,$20.94,$20.37,24116400
2010-09-16,$20.50,$20.02,28531300
2010-09-17,$20.35,$20.00,23191000
2010-09-20,$20.57,$20.00,37009000
2010-09-21,$21.23,$20.44,32460400
2010-09-22,$22.42,$21.33,62444900
2010-09-23,$23.39,$22.63,81991000
2010-09-24,$23.87,$23.00,65331000
2010-09-27,$23.74,$22.77,41696900
2010-09-28,$23.57,$22.78,38302600
2010-09-29,$24.39,$22.89,54484500
2010-09-30,$24.91,$23.13,72002700
2010-10-01,$22.96,$21.97,58912700
2010-10-04,$22.68,$21.65,47406800
2010-10-05,$22.86,$22.03,41052900
2010-10-06,$22.68,$21.21,47487300
