Date,High,Low,Volume
2018-10-19,$355.80,$332.20,16717200
2018-10-22,$335.80,$320.34,17097200
2018-10-23,$336.58,$316.77,14907300
2018-10-24,$333.00,$300.73,19039300
2018-10-25,$319.94,$305.25,13346900
2018-10-26,$313.99,$292.30,19616000
2018-10-29,$307.89,$275.40,21698800
2018-10-30,$290.52,$271.21,23685700
2018-10-31,$311.50,$295.05,20360300
2018-11-01,$318.45,$296.67,15121500
2018-11-02,$321.88,$308.33,13404600
2018-11-05,$317.53,$303.74,10283000
2018-11-06,$320.22,$305.30,9710400
2018-11-07,$328.56,$311.00,13328300
2018-11-08,$332.05,$316.61,11023900
2018-11-09,$312.98,$298.01,13480800
2018-11-12,$302.49,$290.63,10924800
2018-11-13,$303.55,$289.10,12232200
2018-11-14,$301.84,$278.30,16853600
2018-11-15,$292.50,$282.16,9967100
2018-11-16,$291.72,$281.00,9099500
2018-11-19,$285.09,$269.15,12993800
2018-11-20,$276.34,$250.00,16693800
2018-11-21,$275.34,$261.51,11023000
2018-11-23,$265.50,$256.84,5245100
2018-11-26,$266.25,$253.80,12498600
2018-11-27,$269.08,$256.14,11149500
2018-11-28,$284.00,$263.34,14801300
2018-11-29,$290.49,$275.50,15431500
2018-11-30,$290.81,$283.06,11860100
2018-12-03,$298.72,$284.58,14117400
2018-12-04,$295.74,$274.72,12800600
2018-12-06,$283.22,$267.14,13074300
2018-12-07,$284.21,$263.38,12466700
2018-12-10,$271.18,$260.61,9605600
2018-12-11,$274.50,$262.76,9843200
2018-12-12,$281.77,$266.48,11456700
2018-12-13,$279.32,$271.85,8379300
2018-12-14,$277.67,$265.00,9915300
2018-12-17,$272.98,$261.08,9634700
2018-12-18,$275.75,$263.29,10350100
2018-12-19,$280.87,$263.77,13788400
2018-12-20,$269.90,$251.88,16792900
2018-12-21,$264.50,$241.29,21397600
2018-12-24,$250.65,$233.68,9547600
2018-12-26,$254.50,$231.23,14402700
2018-12-27,$255.59,$240.10,12235200
2018-12-28,$261.91,$249.80,10992800
2018-12-31,$270.10,$260.00,13508900
2019-01-02,$269.75,$256.58,11679500
2019-01-03,$275.79,$264.43,14969600
2019-01-04,$297.80,$278.54,19330100
2019-01-07,$316.80,$301.65,18620100
2019-01-08,$320.59,$308.01,15359200
2019-01-09,$323.35,$313.50,13343200
2019-01-10,$325.37,$312.50,13472500
2019-01-11,$341.09,$328.52,19500400
2019-01-14,$335.48,$329.13,10499600
2019-01-15,$357.22,$347.00,21181200
2019-01-16,$358.85,$348.11,15385500
2019-01-17,$355.79,$346.41,18871200
2019-01-18,$353.00,$336.73,26621000
2019-01-22,$336.88,$321.03,17941400
2019-01-23,$331.75,$318.60,13480100
2019-01-24,$331.80,$319.00,11131600
2019-01-25,$340.00,$328.51,11152900
2019-01-28,$336.30,$328.88,8652100
2019-01-29,$338.22,$328.15,7655200
2019-01-30,$341.78,$330.80,9234500
2019-01-31,$345.99,$338.09,8535500
2019-02-01,$346.84,$336.50,9827800
2019-02-04,$352.00,$341.30,9051400
2019-02-05,$360.00,$352.90,9046600
2019-02-06,$357.04,$347.19,6717700
2019-02-07,$348.75,$339.02,7864500
2019-02-08,$348.00,$338.00,7561400
2019-02-11,$352.87,$344.81,5454900
2019-02-12,$360.00,$346.52,10429400
2019-02-13,$359.60,$350.28,10559100
2019-02-14,$360.45,$348.33,9295300
2019-02-15,$364.40,$355.50,9230000
2019-02-19,$365.00,$355.32,7396600
2019-02-20,$366.71,$356.70,8110700
2019-02-21,$362.85,$353.88,6227900
2019-02-22,$366.13,$360.05,7088200
2019-02-25,$371.49,$363.79,7569300
2019-02-26,$365.70,$359.33,4944600
2019-02-27,$368.03,$359.80,5629900
2019-02-28,$366.39,$357.71,6186800
2019-03-01,$362.87,$354.69,5526500
2019-03-04,$362.25,$348.04,7487000
2019-03-05,$356.17,$348.25,5937800
2019-03-06,$359.88,$351.70,6211900
2019-03-07,$362.86,$350.50,6151300
2019-03-08,$349.92,$342.47,6898800
2019-03-11,$358.98,$350.03,5387300
2019-03-12,$360.13,$353.80,5164600
2019-03-13,$362.48,$352.77,6444100
2019-03-14,$363.84,$358.10,5271400
2019-03-15,$364.00,$358.89,8444500
2019-03-18,$370.97,$361.86,7194700
2019-03-19,$366.96,$356.80,7541400
2019-03-20,$375.90,$357.01,10917200
2019-03-21,$379.00,$370.61,8544000
2019-03-22,$376.43,$360.04,8661300
2019-03-25,$367.04,$357.44,8473800
2019-03-26,$368.38,$358.02,7666500
2019-03-27,$362.47,$350.37,7852400
2019-03-28,$355.94,$349.20,4361000
2019-03-29,$358.25,$353.71,4705600
2019-04-01,$368.33,$358.51,7036100
2019-04-02,$368.42,$362.22,5158700
2019-04-03,$373.41,$366.19,5368900
2019-04-04,$372.05,$362.40,4627300
2019-04-05,$369.80,$364.66,3905500
2019-04-08,$365.94,$359.93,4653800
2019-04-09,$366.74,$359.00,5439200
2019-04-10,$368.85,$362.25,4545600
2019-04-11,$370.12,$360.81,6526900
2019-04-12,$361.75,$349.36,15646200
2019-04-15,$352.21,$342.27,8842300
2019-04-16,$364.48,$352.72,18740200
2019-04-17,$368.76,$350.60,18054100
2019-04-18,$360.41,$351.64,8353200
2019-04-22,$377.69,$359.00,11980500
2019-04-23,$384.80,$374.71,10089800
2019-04-24,$381.90,$373.27,6541900
2019-04-25,$374.76,$365.70,6255500
2019-04-26,$375.14,$366.24,5621900
2019-04-29,$374.58,$369.12,3821700
2019-04-30,$374.50,$368.35,3870100
2019-05-01,$385.99,$373.17,9257300
2019-05-02,$383.50,$374.51,5398200
2019-05-03,$385.03,$378.27,5130300
2019-05-06,$381.35,$376.00,5793100
2019-05-07,$379.91,$365.81,6974900
2019-05-08,$369.00,$361.36,6572000
2019-05-09,$364.20,$352.75,5882600
2019-05-10,$365.26,$353.06,5657100
2019-05-13,$354.26,$343.10,8026700
2019-05-14,$349.95,$342.50,5353000
2019-05-15,$356.50,$341.39,6340100
2019-05-16,$364.00,$353.94,6441500
2019-05-17,$359.62,$353.79,4725400
2019-05-20,$352.42,$345.40,4621500
2019-05-21,$356.43,$349.93,4026400
2019-05-22,$370.46,$357.30,6229400
2019-05-23,$357.42,$347.70,5630400
2019-05-24,$359.44,$353.79,3831000
2019-05-28,$361.20,$353.65,4717100
2019-05-29,$353.85,$345.90,5658900
2019-05-30,$354.21,$348.30,4008000
2019-05-31,$349.34,$342.92,5023400
2019-06-03,$347.66,$332.65,7849600
2019-06-04,$353.61,$343.25,7891600
2019-06-05,$357.88,$348.71,5020100
2019-06-06,$358.21,$352.09,3710000
2019-06-07,$365.15,$355.69,4777300
2019-06-10,$367.10,$349.29,7810300
2019-06-11,$357.58,$348.50,5396700
2019-06-12,$353.61,$343.23,4584700
2019-06-13,$348.50,$339.25,6209300
2019-06-14,$343.40,$336.16,5019000
2019-06-17,$351.77,$342.06,5358200
2019-06-18,$361.50,$353.75,5428500
2019-06-19,$364.74,$356.12,5667200
2019-06-20,$370.12,$361.22,5899500
2019-06-21,$371.45,$365.00,7448400
2019-06-24,$375.00,$370.20,4830200
2019-06-25,$371.00,$358.29,5750400
2019-06-26,$366.79,$361.60,3669700
2019-06-27,$370.85,$363.20,4138600
2019-06-28,$371.54,$364.87,4592700
2019-07-01,$376.66,$372.00,4992600
2019-07-02,$376.00,$370.31,3625000
2019-07-03,$381.99,$375.84,3799000
2019-07-05,$381.40,$375.56,3732200
2019-07-08,$378.25,$375.36,3113400
2019-07-09,$384.76,$377.50,6932800
2019-07-10,$384.34,$362.68,5878800
2019-07-11,$384.54,$378.80,4336300
2019-07-12,$379.74,$372.79,6636900
2019-07-15,$373.68,$362.30,7944700
2019-07-16,$371.34,$364.92,5863200
2019-07-17,$366.50,$361.75,13639500
2019-07-18,$329.85,$320.30,31287100
2019-07-19,$325.85,$314.23,16302500
2019-07-22,$314.54,$305.81,17718000
2019-07-23,$313.50,$306.00,9171100
2019-07-24,$319.99,$307.25,11961800
2019-07-25,$327.69,$316.30,10798500
2019-07-26,$336.00,$327.50,10847500
2019-07-29,$336.40,$328.77,5782800
2019-07-30,$329.65,$323.23,6029300
2019-07-31,$331.77,$318.53,6259500
2019-08-01,$328.58,$318.74,6563200
2019-08-02,$319.41,$311.80,6280300
2019-08-05,$313.42,$304.68,8692500
2019-08-06,$311.88,$305.30,6179100
2019-08-07,$305.00,$296.81,9322400
2019-08-08,$316.36,$306.63,5905900
2019-08-09,$316.64,$305.68,5349100
2019-08-12,$312.89,$303.24,6531700
2019-08-13,$316.43,$308.16,5289400
2019-08-14,$308.41,$298.01,7355800
2019-08-15,$300.63,$288.00,9629200
2019-08-16,$303.55,$296.27,6905800
2019-08-19,$311.75,$304.75,4942200
2019-08-20,$305.00,$297.68,7349900
2019-08-21,$302.88,$296.20,5685400
2019-08-22,$300.33,$293.15,4974200
2019-08-23,$299.01,$290.32,6324900
2019-08-26,$296.95,$292.50,4695700
2019-08-27,$296.77,$287.20,6309400
2019-08-28,$292.82,$287.75,3955700
2019-08-29,$299.93,$294.99,4388500
2019-08-30,$298.94,$290.85,4446400
2019-09-03,$293.90,$288.06,3682800
2019-09-04,$292.38,$286.51,4652500
2019-09-05,$293.97,$282.79,8966800
2019-09-06,$293.35,$287.03,5166600
2019-09-09,$301.55,$290.60,8232700
2019-09-10,$297.17,$282.66,12320200
2019-09-11,$292.65,$284.61,7405900
2019-09-12,$292.73,$286.60,5010900
2019-09-13,$296.62,$290.04,6583100
2019-09-16,$297.43,$289.78,5307400
2019-09-17,$299.15,$291.79,4777100
2019-09-18,$296.05,$287.45,7811100
2019-09-19,$293.81,$283.40,8461300
2019-09-20,$282.50,$266.00,23832800
2019-09-23,$273.39,$261.89,13478600
2019-09-24,$265.00,$252.28,16338200
2019-09-25,$266.60,$253.70,11643800
2019-09-26,$268.05,$260.20,7684000
2019-09-27,$267.44,$260.39,7328300
2019-09-30,$268.88,$262.78,6727200
2019-10-01,$272.20,$264.03,8650300
2019-10-02,$269.35,$262.19,7659100
2019-10-03,$268.84,$257.01,8951000
2019-10-04,$275.48,$266.47,9890400
2019-10-07,$276.68,$271.28,6525600
2019-10-08,$275.53,$270.64,6276400
2019-10-09,$271.00,$264.57,6794400
2019-10-10,$280.53,$265.03,10809100
2019-10-11,$287.87,$282.34,8786100
2019-10-14,$286.93,$282.00,5513200
2019-10-15,$285.87,$279.40,7685600
2019-10-16,$288.17,$280.74,16175900
2019-10-17,$308.75,$288.30,38258900
2019-10-18,$290.90,$273.36,23429900
2019-10-21,$279.94,$269.00,12599200
2019-10-22,$275.41,$265.80,11802400
2019-10-23,$273.92,$266.63,7133500
2019-10-24,$274.02,$268.80,4827400
2019-10-25,$277.77,$270.18,4747800
2019-10-28,$285.75,$277.35,6248400
2019-10-29,$284.41,$277.55,4356200
2019-10-30,$293.49,$283.00,9345600
2019-10-31,$291.45,$284.78,5090000
2019-11-01,$289.12,$283.02,5594300
2019-11-04,$295.39,$287.16,5566200
2019-11-05,$291.19,$286.31,4062400
2019-11-06,$290.56,$285.84,3438300
2019-11-07,$298.19,$288.27,5928500
2019-11-08,$293.99,$287.51,4509000
2019-11-11,$296.36,$288.50,3944300
2019-11-12,$295.35,$288.70,5772800
2019-11-13,$293.41,$281.14,9158900
2019-11-14,$290.63,$283.22,6529000
2019-11-15,$295.82,$287.57,6333800
2019-11-18,$304.99,$293.28,8616600
2019-11-19,$305.67,$298.52,5918000
2019-11-20,$308.25,$301.00,5111800
2019-11-21,$312.69,$304.26,7488400
2019-11-22,$311.40,$304.41,5970100
2019-11-25,$315.73,$305.25,7873900
2019-11-26,$316.50,$311.69,5321000
2019-11-27,$316.82,$312.75,4096900
2019-11-29,$316.62,$313.34,2411700
2019-12-02,$314.39,$303.75,6218800
2019-12-03,$307.36,$301.88,4992800
2019-12-04,$308.43,$303.27,3512100
2019-12-05,$306.48,$298.81,4615500
2019-12-06,$307.85,$302.60,4457800
2019-12-09,$311.49,$302.44,5748400
2019-12-10,$298.94,$292.02,10476100
2019-12-11,$299.43,$294.20,5589800
2019-12-12,$299.17,$295.06,4766600
2019-12-13,$301.80,$297.25,3879700
2019-12-16,$305.71,$298.63,4658900
2019-12-17,$316.80,$306.60,10427100
2019-12-18,$325.36,$315.60,11207400
2019-12-19,$332.83,$324.18,9822300
2019-12-20,$338.00,$330.60,9914900
2019-12-23,$337.95,$331.02,5765300
2019-12-24,$335.70,$331.60,2019300
2019-12-26,$336.46,$332.01,3589900
2019-12-27,$333.82,$326.01,5036100
2019-12-30,$329.19,$322.86,4311500
2019-12-31,$324.92,$321.09,3713300
2020-01-02,$329.98,$324.78,4485800
2020-01-03,$329.86,$325.53,3806900
2020-01-06,$336.36,$321.20,5663100
2020-01-07,$336.70,$330.30,4703200
2020-01-08,$342.70,$331.05,7104500
2020-01-09,$343.42,$334.61,4709300
2020-01-10,$338.50,$327.27,4718300
2020-01-13,$340.85,$331.51,6290000
2020-01-14,$345.38,$335.52,7199400
2020-01-15,$343.17,$336.60,5158000
2020-01-16,$343.56,$335.85,5016000
2020-01-17,$341.57,$337.38,6066500
2020-01-21,$341.00,$332.59,14350300
2020-01-22,$336.30,$323.60,21730000
2020-01-23,$349.88,$325.01,18200300
2020-01-24,$359.85,$345.88,17939700
2020-01-27,$351.90,$341.02,7709500
2020-01-28,$352.40,$342.78,6821600
2020-01-29,$349.40,$338.55,7643500
2020-01-30,$348.20,$339.25,5328100
2020-01-31,$347.39,$340.98,5230000
2020-02-03,$359.63,$346.28,6670600
2020-02-04,$369.57,$356.10,7161500
2020-02-05,$375.25,$362.30,6437000
2020-02-06,$371.55,$362.51,3920400
2020-02-07,$371.80,$363.57,4385200
2020-02-10,$374.80,$362.52,5294100
2020-02-11,$378.11,$369.72,4772900
2020-02-12,$380.62,$375.88,4624800
2020-02-13,$385.37,$376.51,4485400
2020-02-14,$385.15,$379.43,3736300
2020-02-18,$389.54,$379.19,5173900
2020-02-19,$392.95,$384.90,4896400
2020-02-20,$389.70,$376.68,4079400
2020-02-21,$387.32,$377.90,3930100
2020-02-24,$372.82,$361.00,6936400
2020-02-25,$375.65,$357.72,6481200
2020-02-26,$382.00,$365.00,8934100
2020-02-27,$391.56,$370.60,10967700
2020-02-28,$376.77,$356.80,11168600
2020-03-02,$381.36,$364.50,6997900
2020-03-03,$393.52,$367.40,8364600
2020-03-04,$384.01,$370.51,5487300
2020-03-05,$391.40,$368.64,8747000
2020-03-06,$371.31,$356.85,8147200
2020-03-09,$357.47,$341.72,7405500
2020-03-10,$364.54,$347.85,7604400
2020-03-11,$362.98,$344.79,6036000
2020-03-12,$335.72,$307.32,12071600
2020-03-13,$336.42,$307.39,9458200
2020-03-16,$334.35,$294.75,10559900
2020-03-17,$322.90,$290.25,10013900
2020-03-18,$331.58,$300.00,12593600
2020-03-19,$348.51,$316.82,10616000
2020-03-20,$350.49,$332.00,10853800
2020-03-23,$366.11,$340.88,13449400
2020-03-24,$372.93,$353.03,11638700
2020-03-25,$362.00,$339.17,8767200
2020-03-26,$363.84,$341.73,7229600
2020-03-27,$368.56,$353.00,7948800
2020-03-30,$377.80,$361.17,8622000
2020-03-31,$383.01,$366.44,9366500
2020-04-01,$380.23,$361.02,6672500
2020-04-02,$370.99,$360.06,4592500
2020-04-03,$370.90,$357.51,4860800
2020-04-06,$380.29,$361.71,8183900
2020-04-07,$381.33,$369.34,7046400
2020-04-08,$378.39,$368.31,6908900
2020-04-09,$372.10,$363.03,7711300
2020-04-13,$400.51,$367.70,11692900
2020-04-14,$417.82,$394.85,11581000
2020-04-15,$434.98,$412.25,13561200
2020-04-16,$449.52,$431.61,16128700
2020-04-17,$432.00,$414.70,12616300
2020-04-20,$444.49,$430.56,12655800
2020-04-21,$447.00,$425.60,23177600
2020-04-22,$433.00,$413.00,21084800
2020-04-23,$438.41,$419.26,13952300
2020-04-24,$427.17,$415.88,8658900
2020-04-27,$429.00,$420.84,6277500
2020-04-28,$421.00,$402.91,10101200
2020-04-29,$415.86,$393.60,9693100
2020-04-30,$424.44,$408.00,7954000
2020-05-01,$427.97,$411.73,8299900
2020-05-04,$428.54,$414.87,7799100
2020-05-05,$431.00,$421.56,6286300
2020-05-06,$439.77,$426.39,6660700
2020-05-07,$438.88,$430.66,5641900
2020-05-08,$442.00,$433.64,5049300
2020-05-11,$444.89,$435.56,5486000
2020-05-12,$444.17,$431.36,4598200
2020-05-13,$447.00,$427.27,7014600
2020-05-14,$452.38,$432.82,9007500
2020-05-15,$455.00,$437.51,7244000
2020-05-18,$456.36,$443.35,7773500
2020-05-19,$458.97,$450.47,4810500
2020-05-20,$455.81,$444.00,5607300
2020-05-21,$448.96,$430.25,9117300
2020-05-22,$439.09,$427.18,5422300
2020-05-26,$428.50,$413.14,7881100
2020-05-27,$420.02,$397.86,10446300
2020-05-28,$422.37,$411.50,5655100
2020-05-29,$420.30,$411.85,5254900
2020-06-01,$426.72,$415.98,3743700
2020-06-02,$427.59,$419.46,3494800
2020-06-03,$427.10,$418.05,4316000
2020-06-04,$428.71,$410.03,5410500
2020-06-05,$420.24,$404.25,5099600
2020-06-08,$420.80,$406.50,5851500
2020-06-09,$434.73,$420.31,6797000
2020-06-10,$439.69,$430.55,4896900
2020-06-11,$445.57,$424.16,7462900
2020-06-12,$434.06,$412.45,6461100
2020-06-15,$426.49,$415.42,4467900
2020-06-16,$437.96,$425.18,5507900
2020-06-17,$450.46,$439.22,6529600
2020-06-18,$452.76,$442.80,4277600
2020-06-19,$453.97,$445.60,5934500
2020-06-22,$468.59,$454.21,6272100
2020-06-23,$474.01,$464.50,5948400
2020-06-24,$472.36,$454.00,4826200
2020-06-25,$467.01,$454.00,4134500
2020-06-26,$468.03,$442.24,6804700
2020-06-29,$447.67,$432.14,4844000
2020-06-30,$457.59,$447.00,4198500
2020-07-01,$488.23,$454.00,9705900
2020-07-02,$492.28,$475.53,6351500
2020-07-06,$499.50,$479.80,7839000
2020-07-07,$504.82,$490.83,5669900
2020-07-08,$505.10,$493.81,5691700
2020-07-09,$510.00,$495.78,5840500
2020-07-10,$555.88,$511.28,21605600
2020-07-13,$575.37,$520.96,18399000
2020-07-14,$525.50,$490.49,15083300
2020-07-15,$529.00,$510.18,10066700
2020-07-16,$535.54,$504.36,24499000
2020-07-17,$503.59,$484.14,24991400
2020-07-20,$504.50,$484.20,11940300
2020-07-21,$506.22,$488.61,9113700
2020-07-22,$497.20,$487.20,6954100
2020-07-23,$491.90,$472.02,7722000
2020-07-24,$487.17,$467.54,7746200
2020-07-27,$496.92,$482.31,7863100
2020-07-28,$497.79,$487.76,5986700
2020-07-29,$494.92,$484.13,6611800
2020-07-30,$488.35,$477.51,6608600
2020-07-31,$494.80,$484.50,5916300
2020-08-03,$503.09,$490.23,5873100
2020-08-04,$510.44,$498.65,5608000
2020-08-05,$510.10,$501.20,4308200
2020-08-06,$510.82,$498.70,3725900
2020-08-07,$508.29,$486.68,5910300
2020-08-10,$497.46,$478.63,4691200
2020-08-11,$480.92,$466.55,7329200
2020-08-12,$482.49,$470.18,5439200
2020-08-13,$484.45,$476.45,3008900
2020-08-14,$488.33,$480.21,2943500
2020-08-17,$486.24,$479.10,2423500
2020-08-18,$495.30,$482.80,3505500
2020-08-19,$494.50,$483.50,3156200
2020-08-20,$498.94,$483.89,5132500
2020-08-21,$498.13,$490.00,3921300
2020-08-24,$501.00,$483.16,4762200
2020-08-25,$492.47,$485.09,5727700
2020-08-26,$549.04,$492.08,20373700
2020-08-27,$541.00,$521.25,9062900
2020-08-28,$539.00,$522.00,4417500
2020-08-31,$531.99,$517.58,4941400
2020-09-01,$557.39,$532.45,9572700
2020-09-02,$556.50,$537.37,5886900
2020-09-03,$554.00,$521.32,9071100
2020-09-04,$527.36,$485.98,8270100
2020-09-08,$522.00,$495.00,5572700
2020-09-09,$520.00,$492.57,6848100
2020-09-10,$506.29,$478.84,6240200
2020-09-11,$493.73,$476.81,5035200
2020-09-14,$488.99,$471.30,7359100
2020-09-15,$497.47,$481.63,5337000
2020-09-16,$504.66,$483.31,4394900
2020-09-17,$478.40,$463.27,5379300
2020-09-18,$479.40,$458.60,6717700
2020-09-21,$487.78,$466.32,5457500
2020-09-22,$491.82,$479.26,3482300
2020-09-23,$491.04,$469.00,3726400
2020-09-24,$477.00,$467.82,3727200
2020-09-25,$484.87,$468.03,3769400
2020-09-28,$492.00,$477.88,4773500
2020-09-29,$496.29,$486.53,3541500
2020-09-30,$504.63,$489.27,4634100
2020-10-01,$529.55,$503.60,8153700
2020-10-02,$526.37,$502.70,6071200
2020-10-05,$520.99,$501.70,4088100
2020-10-06,$521.82,$504.16,4199000
2020-10-07,$536.49,$515.82,7988700
2020-10-08,$535.00,$524.15,5386500
2020-10-09,$544.28,$535.00,4781300
2020-10-12,$551.81,$538.24,5391100
2020-10-13,$557.65,$537.20,5602500
2020-10-14,$572.49,$541.00,9499000
2020-10-15,$551.22,$535.10,5113100
2020-10-16,$554.33,$530.03,6347400
2020-10-19,$541.80,$525.38,7567500
2020-10-20,$533.78,$522.26,10047200
2020-10-21,$506.85,$488.25,17405700
2020-10-22,$495.14,$482.00,6997900
2020-10-23,$490.06,$481.35,4927900
2020-10-26,$496.82,$478.90,6186100
2020-10-27,$490.49,$482.93,3627200
2020-10-28,$494.00,$483.28,5992700
2020-10-29,$513.90,$479.34,11120700
2020-10-30,$505.88,$472.21,7807900
2020-11-02,$486.30,$475.00,4408200
2020-11-03,$495.31,$478.76,3690200
2020-11-04,$507.73,$493.98,5137300
2020-11-05,$518.73,$503.45,5372800
2020-11-06,$515.21,$502.51,4236300
2020-11-09,$495.85,$467.26,10419700
2020-11-10,$484.60,$463.41,8306100
2020-11-11,$491.68,$478.26,5460500
2020-11-12,$496.52,$480.43,5063700
2020-11-13,$488.94,$477.80,3002700
2020-11-16,$485.58,$477.30,3953600
2020-11-17,$487.51,$478.85,3698100
2020-11-18,$488.61,$477.72,3629200
2020-11-19,$487.80,$480.47,2254700
2020-11-20,$494.76,$481.57,4253400
2020-11-23,$491.15,$475.84,5416600
2020-11-24,$484.05,$475.89,3550500
2020-11-25,$486.90,$478.92,3598600
2020-11-27,$493.25,$481.85,2805800
2020-11-30,$492.55,$481.27,3530900
2020-12-01,$509.47,$491.98,5052700
2020-12-02,$506.80,$493.50,3028400
2020-12-03,$508.77,$496.04,2826100
2020-12-04,$504.50,$493.64,3666200
2020-12-07,$517.76,$497.77,4289300
2020-12-08,$521.49,$505.55,4229000
2020-12-09,$514.50,$491.29,4178800
2020-12-10,$503.77,$492.91,3018200
2020-12-11,$503.34,$494.85,3210900
2020-12-14,$524.16,$501.18,5770400
2020-12-15,$524.70,$513.56,3394900
2020-12-16,$527.38,$517.69,3682400
2020-12-17,$535.49,$526.44,3193400
2020-12-18,$536.37,$526.02,4502700
2020-12-21,$532.62,$521.15,3894000
2020-12-22,$530.40,$520.50,1906600
2020-12-23,$526.32,$514.20,2393200
2020-12-24,$519.35,$512.21,1144000
2020-12-28,$523.66,$507.13,2891900
2020-12-29,$536.55,$515.48,4022400
2020-12-30,$533.26,$523.69,1876300
2020-12-31,$545.50,$523.15,5392300
2021-01-04,$540.80,$515.09,4444400
2021-01-05,$526.78,$515.89,3133900
2021-01-06,$513.10,$499.50,5346200
2021-01-07,$516.44,$506.42,3686400
2021-01-08,$513.24,$504.51,2973900
2021-01-11,$510.73,$497.95,3806200
2021-01-12,$501.09,$485.67,5990400
2021-01-13,$512.35,$493.01,5032100
2021-01-14,$514.50,$499.58,4177400
2021-01-15,$506.32,$495.10,5895800
2021-01-19,$509.25,$493.54,12315800
2021-01-20,$593.29,$556.86,32637500
2021-01-21,$588.75,$570.40,11802100
2021-01-22,$583.99,$564.35,7550800
2021-01-25,$569.75,$548.65,7207300
2021-01-26,$567.99,$554.06,5023800
2021-01-27,$556.42,$515.73,8670300
2021-01-28,$553.15,$530.74,5969000
2021-01-29,$541.00,$530.18,4325300
2021-02-01,$545.06,$531.73,3547500
2021-02-02,$555.48,$538.93,3767600
2021-02-03,$550.48,$538.24,3172300
2021-02-04,$559.48,$537.51,5164500
2021-02-05,$554.44,$545.48,2376200
2021-02-08,$555.00,$543.70,2791700
2021-02-09,$566.00,$543.00,3703500
2021-02-10,$566.65,$553.46,3991300
2021-02-11,$565.93,$554.22,2730600
2021-02-12,$561.25,$550.85,2197100
2021-02-16,$563.63,$552.73,2624100
2021-02-17,$555.25,$543.03,2069600
2021-02-18,$550.00,$538.23,2456200
2021-02-19,$548.99,$538.81,2841500
2021-02-22,$541.79,$530.79,3078600
2021-02-23,$548.54,$518.28,4136500
2021-02-24,$556.85,$539.07,3245000
2021-02-25,$556.48,$535.75,4252900
2021-02-26,$553.09,$538.00,3755600
2021-03-01,$552.14,$542.00,3041400
2021-03-02,$556.99,$546.02,3042200
2021-03-03,$548.01,$517.81,5362400
2021-03-04,$531.50,$507.68,5034800
2021-03-05,$517.76,$498.79,5070000
2021-03-08,$518.84,$492.85,3981800
2021-03-09,$513.11,$503.82,3470000
2021-03-10,$518.97,$504.25,3771500
2021-03-11,$530.24,$510.71,4714500
2021-03-12,$526.51,$506.59,3981700
2021-03-15,$520.73,$508.03,3484300
2021-03-16,$533.42,$523.21,3238900
2021-03-17,$528.37,$514.30,2817400
2021-03-18,$517.90,$503.85,4094500
2021-03-19,$513.19,$501.63,4386400
2021-03-22,$529.31,$509.13,3360600
2021-03-23,$543.12,$529.40,5583500
2021-03-24,$534.42,$520.00,4102200
2021-03-25,$518.53,$497.00,4926800
2021-03-26,$508.72,$496.68,3467800
2021-03-29,$518.00,$504.40,3330000
2021-03-30,$514.41,$506.91,2418100
2021-03-31,$528.13,$515.44,3503100
2021-04-01,$540.50,$527.03,3938600
2021-04-05,$542.85,$529.23,3355900
2021-04-06,$554.17,$543.30,3474200
2021-04-07,$549.64,$541.45,2151300
2021-04-08,$556.90,$547.57,4309800
2021-04-09,$556.90,$547.11,2894000
2021-04-12,$557.98,$549.58,2944100
2021-04-13,$559.75,$550.30,2720300
2021-04-14,$554.87,$538.53,3740300
2021-04-15,$553.49,$542.66,3139100
2021-04-16,$551.98,$539.51,3209100
2021-04-19,$556.44,$545.53,4288700
2021-04-20,$563.56,$546.30,11257600
2021-04-21,$515.46,$503.60,22897400
2021-04-22,$513.96,$500.55,9061100
2021-04-23,$509.70,$500.70,7307700
2021-04-26,$510.48,$503.00,4388800
2021-04-27,$512.99,$504.58,3761300
2021-04-28,$508.40,$503.34,3193000
2021-04-29,$509.29,$499.00,5127800
2021-04-30,$514.55,$505.00,4413200
2021-05-03,$518.95,$505.20,4091900
2021-05-04,$511.63,$496.79,4349500
2021-05-05,$507.78,$494.63,3129400
2021-05-06,$499.55,$491.37,3783700
2021-05-07,$508.55,$501.12,3132800
2021-05-10,$503.15,$486.11,5131600
2021-05-11,$497.99,$478.63,4401000
2021-05-12,$493.54,$482.70,4121500
2021-05-13,$490.78,$482.71,2712500
2021-05-14,$494.85,$486.59,2882500
2021-05-17,$492.71,$482.81,2705200
2021-05-18,$493.48,$486.19,2350500
2021-05-19,$488.57,$478.54,3349900
2021-05-20,$502.70,$488.98,3721200
2021-05-21,$505.40,$497.26,3322900
2021-05-24,$504.25,$499.51,2412600
2021-05-25,$506.37,$499.22,2699500
2021-05-26,$504.14,$500.50,2465300
2021-05-27,$505.10,$498.54,3253800
2021-05-28,$511.76,$502.53,2910300
2021-06-01,$505.41,$497.74,2482600
2021-06-02,$503.22,$495.82,2269000
2021-06-03,$496.66,$487.25,3887400
2021-06-04,$501.86,$490.95,3160500
2021-06-07,$496.70,$490.55,2791900
2021-06-08,$498.82,$489.37,2374000
2021-06-09,$496.09,$484.65,3055000
2021-06-10,$490.21,$482.14,4382900
2021-06-11,$491.41,$487.78,3124000
2021-06-14,$503.50,$486.91,4400200
